hop,direction,from,to,value,tx_hash,block_number,timestamp,gas_used,gas_price,is_error,source_address
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x5732046a883704404f284ce41ffadd5b007fd668,0,0xce576b2bb128180d9d38e1a706252bc99cca3dee914ade9a80d83c3c6fda0c16,12327073,1619588125,37248,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x046c3400f752b24f7af0c40ca72243cec7f9e1233504072262c1d2440eb247fd,12327083,1619588273,35007,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x0c9be507fb645c2cd1b0143fc5bbaca1726c6f12829bcdb54e995da589f96a90,12327083,1619588273,35007,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x89310824e768d716cc599bd21b080e11e59b386c6c37e40a15be5088a385837a,12327083,1619588273,35007,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0,0x75bcfd84e288c07a1ef7e7cc098442c321aade74904f711e9a3a01a12fe146d6,12327086,1619588300,57467,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0xd2749ebb0c8c9988c2b7c6a3bfde3598aef3114c01e657076a046eab5a7f705f,12327091,1619588362,52107,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,0,0x02a516c3929510fa167db78ae34ef5c77666a345717bd64a1798c47f5e304956,12327132,1619588977,58735,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0,0x6b8ce02e9fc5a11d5ff91504f87b7d309ebc9d12e8bbd4dbbeb7bcf9753a5cfc,12327150,1619589252,40379,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x5732046a883704404f284ce41ffadd5b007fd668,0,0x776939885a40573a22fca2e9a8d765dbbb7e541a7f40cff349e48487cd66454c,12327185,1619589706,37248,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x0824d30e106156b1e2a6b57fd064880701a620710aa0a499598922dc08c16f9c,12327210,1619590008,52107,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
